manufacturer,model,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
Volkswagen,Golf,e-Golf,85,22.01.2018,87,12.28,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,76,-1.4
Volkswagen,Golf,e-Golf,85,22.01.2018,40,16.74,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,45,-2.2
Volkswagen,Golf,e-Golf,85,22.01.2018,45,5.36,Electricity,Winter tires,0,1,0,Moderate,17.3,0,1,80,0.5
Volkswagen,Golf,e-Golf,85,22.01.2018,3,2.23,Electricity,Winter tires,1,0,0,Moderate,30.8,0,1,19,14
Volkswagen,Golf,e-Golf,85,20.01.2018,10,2.6,Electricity,Winter tires,1,0,0,Moderate,26.9,0,1,18,10.1
Volkswagen,Golf,e-Golf,85,19.01.2018,43,3.91,Electricity,Winter tires,0,1,0,Moderate,18.2,0,1,45,1.4
Volkswagen,Golf,e-Golf,85,19.01.2018,84,10.39,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,62,-0.3
Volkswagen,Golf,e-Golf,85,18.01.2018,87,16.18,Electricity,Winter tires,0,1,0,Moderate,16.6,0,1,42,-0.2
Volkswagen,Golf,e-Golf,85,18.01.2018,87,17.14,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,64,-1.5
Volkswagen,Golf,e-Golf,85,17.01.2018,44,8.93,Electricity,Winter tires,0,1,0,Moderate,17.2,0,1,44,0.4
Volkswagen,Golf,e-Golf,85,16.01.2018,87,12.09,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,78,-0.3
Volkswagen,Golf,e-Golf,85,16.01.2018,87,17.44,Electricity,Winter tires,0,1,0,Moderate,15,0,1,65,-1.8
Volkswagen,Golf,e-Golf,85,15.01.2018,87,10.79,Electricity,Winter tires,0,1,0,Moderate,13.9,0,1,75,-2.9
Volkswagen,Golf,e-Golf,85,15.01.2018,89,17.04,Electricity,Winter tires,0,1,0,Moderate,16.9,0,1,52,0.1
Volkswagen,Golf,e-Golf,85,14.01.2018,56,15.33,Electricity,Winter tires,0,0,1,Moderate,19,0,1,60,2.2
Volkswagen,Golf,e-Golf,85,13.01.2018,2,4.09,Electricity,Winter tires,1,0,0,Moderate,25,0,1,20,8.2
Volkswagen,Golf,e-Golf,85,13.01.2018,46,5.39,Electricity,Winter tires,0,1,0,Moderate,17.2,0,1,43,0.4
Volkswagen,Golf,e-Golf,85,12.01.2018,87,9.11,Electricity,Winter tires,0,1,0,Moderate,16.4,0,1,69,-0.4
Volkswagen,Golf,e-Golf,85,12.01.2018,88,16.6,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,70,-1.5
Volkswagen,Golf,e-Golf,85,12.01.2018,89,13.95,Electricity,Winter tires,0,1,0,Moderate,15.8,0,1,66,-1
Volkswagen,Golf,e-Golf,85,11.01.2018,88,17.54,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,74,-2.2
Volkswagen,Golf,e-Golf,85,10.01.2018,99,14.14,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,77,-1.4
Volkswagen,Golf,e-Golf,85,10.01.2018,87,17.43,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,65,-1.4
Volkswagen,Golf,e-Golf,85,09.01.2018,32,5.39,Electricity,Winter tires,0,0,1,Moderate,16.5,0,1,74,-0.3
Volkswagen,Golf,e-Golf,85,09.01.2018,116,14.88,Electricity,Winter tires,0,1,0,Moderate,13.6,0,1,62,-3.2
Volkswagen,Golf,e-Golf,85,09.01.2018,88,17.14,Electricity,Winter tires,0,1,0,Moderate,15.6,0,1,68,-1.2
Volkswagen,Golf,e-Golf,85,08.01.2018,88,15.25,Electricity,Winter tires,0,1,0,Moderate,15.6,0,1,71,-1.2
Volkswagen,Golf,e-Golf,85,08.01.2018,88,16.66,Electricity,Winter tires,0,1,0,Moderate,17.5,0,1,51,0.7
Volkswagen,Golf,e-Golf,85,07.01.2018,59,12.09,Electricity,Winter tires,0,0,1,Normal,17.8,0,1,63,1
Volkswagen,Golf,e-Golf,85,06.01.2018,38,10.79,Electricity,Winter tires,0,0,1,Normal,15.9,0,1,61,-0.9
Volkswagen,Golf,e-Golf,85,06.01.2018,8,2.23,Electricity,Winter tires,1,0,0,Normal,16.4,0,1,28,-0.4
Volkswagen,Golf,e-Golf,85,06.01.2018,33,5.39,Electricity,Winter tires,0,0,1,Normal,17.8,0,1,65,1
Volkswagen,Golf,e-Golf,85,05.01.2018,95,6.7,Electricity,Winter tires,0,1,0,Normal,14.8,0,1,70,-2
Volkswagen,Golf,e-Golf,85,05.01.2018,87,17.61,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,74,-0.3
Volkswagen,Golf,e-Golf,85,04.01.2018,89,12.83,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,70,-2.5
Volkswagen,Golf,e-Golf,85,04.01.2018,88,16.95,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,73,-1.3
Volkswagen,Golf,e-Golf,85,03.01.2018,87,13.39,Electricity,Winter tires,0,1,0,Moderate,14.2,0,1,70,-2.6
Volkswagen,Golf,e-Golf,85,03.01.2018,90,16.68,Electricity,Winter tires,0,1,0,Moderate,17.6,0,1,73,0.8
Volkswagen,Golf,e-Golf,85,02.01.2018,36,10.79,Electricity,Winter tires,0,0,1,Moderate,15.7,0,1,62,-1.1
Volkswagen,Golf,e-Golf,85,02.01.2018,37,3.44,Electricity,Winter tires,0,0,1,Moderate,14.7,0,1,58,-2.1
Volkswagen,Golf,e-Golf,85,02.01.2018,87,13.21,Electricity,Winter tires,0,0,1,Moderate,14.5,0,1,67,-2.3
Volkswagen,Golf,e-Golf,85,02.01.2018,88,13,Electricity,Winter tires,0,0,1,Moderate,15.2,0,1,69,-1.6
Volkswagen,Golf,e-Golf,85,01.01.2018,35,12.23,Electricity,Winter tires,0,0,1,Moderate,16.7,0,1,63,-0.1
Volkswagen,Golf,e-Golf,85,31.12.2017,87,7.63,Electricity,Winter tires,0,0,1,Moderate,16.2,0,1,57,-0.6
Volkswagen,Golf,e-Golf,85,29.12.2017,81,15.07,Electricity,Winter tires,0,0,1,Moderate,17.1,0,1,56,0.3
Volkswagen,Golf,e-Golf,85,28.12.2017,10,11.9,Electricity,Winter tires,0,0,1,Moderate,19.5,0,1,25,2.7
Volkswagen,Golf,e-Golf,85,28.12.2017,37,1.72,Electricity,Winter tires,0,0,1,Moderate,15.1,0,1,63,-1.7
Volkswagen,Golf,e-Golf,85,28.12.2017,81,5.39,Electricity,Winter tires,0,0,1,Moderate,15.3,0,1,53,-1.5
Volkswagen,Golf,e-Golf,85,28.12.2017,21,2.65,Electricity,Winter tires,0,0,1,Moderate,14.2,0,1,44,-2.6
Volkswagen,Golf,e-Golf,85,28.12.2017,114,16.19,Electricity,Winter tires,0,0,1,Moderate,14.2,0,1,56,-2.6
Volkswagen,Golf,e-Golf,85,26.12.2017,79,13.41,Electricity,Winter tires,0,0,1,Moderate,15.4,0,1,67,-1.4
Volkswagen,Golf,e-Golf,85,25.12.2017,32,2.6,Electricity,Winter tires,0,0,1,Moderate,14.1,0,1,68,-2.7
Volkswagen,Golf,e-Golf,85,25.12.2017,36,14.88,Electricity,Winter tires,0,0,1,Moderate,15.8,0,1,62,-1
Volkswagen,Golf,e-Golf,85,24.12.2017,91,3.72,Electricity,Winter tires,0,1,1,Moderate,14.8,0,1,69,-2
Volkswagen,Golf,e-Golf,85,24.12.2017,8,1.6,Electricity,Winter tires,0,0,1,Moderate,18,0,1,55,1.2
Volkswagen,Golf,e-Golf,85,24.12.2017,32,16.34,Electricity,Winter tires,0,0,1,Moderate,18.4,0,1,72,1.6
Volkswagen,Golf,e-Golf,85,24.12.2017,92,7.44,Electricity,Winter tires,0,1,1,Moderate,16.9,0,1,69,0.1
Volkswagen,Golf,e-Golf,85,24.12.2017,81,14.5,Electricity,Winter tires,0,0,1,Moderate,16.5,0,1,64,-0.3
Volkswagen,Golf,e-Golf,85,23.12.2017,35,5.2,Electricity,Winter tires,0,0,1,Moderate,16.2,0,1,54,-0.6
Volkswagen,Golf,e-Golf,85,23.12.2017,3,1.67,Electricity,Winter tires,1,0,0,Moderate,21.7,0,1,19,4.9
Volkswagen,Golf,e-Golf,85,22.12.2017,87,14.14,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,78,-0.3
Volkswagen,Golf,e-Golf,85,22.12.2017,87,14.6,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,73,-2.2
Volkswagen,Golf,e-Golf,85,21.12.2017,87,16,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,62,-2.5
Volkswagen,Golf,e-Golf,85,21.12.2017,102,11.88,Electricity,Winter tires,0,1,0,Moderate,13.7,0,1,76,-3.1
Volkswagen,Golf,e-Golf,85,21.12.2017,5,8,Electricity,Winter tires,0,1,0,Moderate,22.7,0,1,21,5.9
Volkswagen,Golf,e-Golf,85,20.12.2017,46,7,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,84,-0.3
Volkswagen,Golf,e-Golf,85,20.12.2017,45,3.75,Electricity,Winter tires,0,1,0,Moderate,13.3,0,1,44,-3.5
Volkswagen,Golf,e-Golf,85,20.12.2017,13,3.2,Electricity,Winter tires,1,0,0,Moderate,16.9,0,1,33,0.1
Volkswagen,Golf,e-Golf,85,20.12.2017,81,9.4,Electricity,Winter tires,0,1,0,Moderate,14.9,0,1,65,-1.9
Volkswagen,Golf,e-Golf,85,19.12.2017,89,14.14,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,64,-2.5
Volkswagen,Golf,e-Golf,85,19.12.2017,86,15.6,Electricity,Winter tires,0,1,0,Moderate,15.1,0,1,63,-1.7
Volkswagen,Golf,e-Golf,85,19.12.2017,87,12.65,Electricity,Winter tires,0,1,0,Moderate,14.5,0,1,70,-2.3
Volkswagen,Golf,e-Golf,85,18.12.2017,2,15.37,Electricity,Winter tires,0,1,0,Moderate,18.1,0,1,9,1.3
Volkswagen,Golf,e-Golf,85,18.12.2017,88,1.25,Electricity,Winter tires,0,1,0,Moderate,15.2,0,1,63,-1.6
Volkswagen,Golf,e-Golf,85,17.12.2017,78,11.53,Electricity,Winter tires,0,1,0,Moderate,16.9,0,1,70,0.1
Volkswagen,Golf,e-Golf,85,16.12.2017,45,16.2,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,34,-1.3
Volkswagen,Golf,e-Golf,85,16.12.2017,81,8.4,Electricity,Winter tires,0,1,0,Moderate,17.1,0,1,67,0.3
Volkswagen,Golf,e-Golf,85,16.12.2017,86,12.83,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,64,-1.5
Volkswagen,Golf,e-Golf,85,15.12.2017,81,16.66,Electricity,Winter tires,0,1,0,Moderate,14.1,0,1,76,-2.7
Volkswagen,Golf,e-Golf,85,14.12.2017,91,13,Electricity,Winter tires,0,1,0,Moderate,13.6,0,1,58,-3.2
Volkswagen,Golf,e-Golf,85,14.12.2017,12,12.15,Electricity,Winter tires,0,1,0,Moderate,16.66,0,1,25,-0.14
Volkswagen,Golf,e-Golf,85,14.12.2017,34,3.9,Electricity,Winter tires,0,1,0,Moderate,14.4,0,1,60,-2.4
Volkswagen,Golf,e-Golf,85,14.12.2017,46,1.95,Electricity,Winter tires,0,1,0,Moderate,17.5,0,1,73,0.7
Volkswagen,Golf,e-Golf,85,13.12.2017,82,10,Electricity,Winter tires,0,1,0,Moderate,16.1,0,1,67,-0.7
Volkswagen,Golf,e-Golf,85,13.12.2017,87,17.74,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,66,-0.3
Volkswagen,Golf,e-Golf,85,13.12.2017,84,11.62,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,44,-1.4
Volkswagen,Golf,e-Golf,85,12.12.2017,80,15.76,Electricity,Winter tires,0,1,0,Normal,16.3,0,1,59,-0.5
Volkswagen,Golf,e-Golf,85,12.12.2017,82,15.33,Electricity,Winter tires,0,1,0,Normal,18.7,0,1,72,1.9
Volkswagen,Golf,e-Golf,85,11.12.2017,39,17.1,Electricity,Winter tires,0,1,0,Normal,15.4,0,1,30,-1.4
Volkswagen,Golf,e-Golf,85,11.12.2017,52,4.9,Electricity,Winter tires,0,1,0,Normal,19.2,0,1,55,2.4
Volkswagen,Golf,e-Golf,85,10.12.2017,18,5.4,Electricity,Winter tires,0,1,0,Moderate,23.7,0,1,23,6.9
Volkswagen,Golf,e-Golf,85,09.12.2017,3,7.6,Electricity,Winter tires,0,1,0,Moderate,18.6,0,1,17,1.8
Volkswagen,Golf,e-Golf,85,09.12.2017,89,5.6,Electricity,Winter tires,0,1,0,Moderate,16.3,0,1,66,-0.5
Volkswagen,Golf,e-Golf,85,08.12.2017,81,17.78,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,57,-1.3
Volkswagen,Golf,e-Golf,85,07.12.2017,82,10.2,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,64,-2.2
Volkswagen,Golf,e-Golf,85,07.12.2017,35,16.65,Electricity,Winter tires,0,1,0,Moderate,15.2,0,1,57,-1.6
Volkswagen,Golf,e-Golf,85,07.12.2017,46,2.71,Electricity,Winter tires,0,1,0,Moderate,16.2,0,1,72,-0.6
Volkswagen,Golf,e-Golf,85,06.12.2017,83,8,Electricity,Winter tires,0,1,0,Moderate,14.1,0,1,65,-2.7
Volkswagen,Golf,e-Golf,85,06.12.2017,55,15.83,Electricity,Winter tires,0,1,0,Moderate,15.7,0,1,45,-1.1
Volkswagen,Golf,e-Golf,85,06.12.2017,78,8.68,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,67,-1.4
Volkswagen,Golf,e-Golf,85,05.12.2017,44,12.2,Electricity,Winter tires,0,1,0,Moderate,14.4,0,1,57,-2.4
Volkswagen,Golf,e-Golf,85,05.12.2017,80,4.2,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,72,-2.5
Volkswagen,Golf,e-Golf,85,05.12.2017,80,17.38,Electricity,Winter tires,0,1,0,Moderate,14.8,0,1,66,-2
Volkswagen,Golf,e-Golf,85,05.12.2017,46,6.8,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,73,-1.5
Volkswagen,Golf,e-Golf,85,04.12.2017,36,8.95,Electricity,Winter tires,0,1,0,Moderate,14,0,1,72,-2.8
Volkswagen,Golf,e-Golf,85,04.12.2017,81,10.38,Electricity,Winter tires,0,1,0,Moderate,15.1,0,1,77,-1.7
Volkswagen,Golf,e-Golf,85,04.12.2017,2,1.8,Electricity,Winter tires,0,1,0,Moderate,24.5,0,1,20,7.7
Volkswagen,Golf,e-Golf,85,02.12.2017,46,10,Electricity,Winter tires,0,1,0,Moderate,18.1,0,1,54,1.3
Volkswagen,Golf,e-Golf,85,01.12.2017,82,12.8,Electricity,Winter tires,0,1,0,Moderate,18.5,0,1,75,1.7
Volkswagen,Golf,e-Golf,85,01.12.2017,81,18.38,Electricity,Winter tires,0,1,0,Moderate,15.8,0,1,55,-1
Volkswagen,Golf,e-Golf,85,01.12.2017,82,10.4,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,57,-1.3
Volkswagen,Golf,e-Golf,85,30.11.2017,89,18.08,Electricity,Winter tires,0,1,0,Moderate,15.1,0,1,63,-1.7
Volkswagen,Golf,e-Golf,85,30.11.2017,80,11.8,Electricity,Winter tires,0,1,0,Moderate,14,0,1,66,-2.8
Volkswagen,Golf,e-Golf,85,29.11.2017,80,18,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,66,-1.4
Volkswagen,Golf,e-Golf,85,29.11.2017,80,8.8,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,,-2.5
Volkswagen,Golf,e-Golf,85,28.11.2017,34,17.88,Electricity,Winter tires,0,1,0,Moderate,14.8,0,1,48,-2
Volkswagen,Golf,e-Golf,85,28.11.2017,46,4.42,Electricity,Winter tires,0,1,0,Moderate,17.4,0,1,74,0.6
Volkswagen,Golf,e-Golf,85,27.11.2017,83,7.2,Electricity,Winter tires,0,1,0,Moderate,15,0,1,67,-1.8
Volkswagen,Golf,e-Golf,85,27.11.2017,41,16.68,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,43,-1.3
Volkswagen,Golf,e-Golf,85,27.11.2017,46,3.12,Electricity,Winter tires,0,1,0,Moderate,16.9,0,1,49,0.1
Volkswagen,Golf,e-Golf,85,26.11.2017,72,12.2,Electricity,Winter tires,0,1,0,Fast,19.2,0,1,59,2.4
Volkswagen,Golf,e-Golf,85,26.11.2017,116,18.2,Electricity,Winter tires,0,1,1,Moderate,16.1,0,1,71,-0.7
Volkswagen,Golf,e-Golf,85,25.11.2017,7,13.7,Electricity,Winter tires,1,0,1,Moderate,17.2,0,1,42,0.4
Volkswagen,Golf,e-Golf,85,25.11.2017,87,4.39,Electricity,Winter tires,0,1,1,Moderate,15.4,0,1,76,-1.4
Volkswagen,Golf,e-Golf,85,24.11.2017,49,15.2,Electricity,Winter tires,0,1,0,Moderate,16.6,0,1,66,-0.2
Volkswagen,Golf,e-Golf,85,24.11.2017,48,5.28,Electricity,Winter tires,0,1,1,Moderate,14.3,0,1,56,-2.5
Volkswagen,Golf,e-Golf,85,24.11.2017,83,10.18,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,51,-1.5
Volkswagen,Golf,e-Golf,85,22.11.2017,53,15.8,Electricity,Winter tires,1,1,0,Moderate,17,0,1,50,0.2
Volkswagen,Golf,e-Golf,85,20.11.2017,43,6.73,Electricity,Winter tires,0,1,1,Moderate,16.1,0,1,65,-0.7
Volkswagen,Golf,e-Golf,85,20.11.2017,9,2.24,Electricity,Winter tires,1,0,0,Moderate,19,0,1,24,2.2
Volkswagen,Golf,e-Golf,85,20.11.2017,39,7.68,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,31,-1.5
Volkswagen,Golf,e-Golf,85,20.11.2017,78,7.46,Electricity,Winter tires,0,1,1,Moderate,16.1,0,1,60,-0.7
Volkswagen,Golf,e-Golf,85,19.11.2017,50,15.2,Electricity,Winter tires,0,0,1,Moderate,16.3,0,1,44,-0.5
Volkswagen,Golf,e-Golf,85,17.11.2017,83,4.4,Electricity,Winter tires,1,1,0,Moderate,14.3,0,1,63,-2.5
Volkswagen,Golf,e-Golf,85,17.11.2017,80,18.06,Electricity,Winter tires,1,1,0,Moderate,15.3,0,1,68,-1.5
Volkswagen,Golf,e-Golf,85,16.11.2017,83,10.2,Electricity,Winter tires,1,1,0,Moderate,14.1,0,1,58,-2.7
Volkswagen,Golf,e-Golf,85,16.11.2017,85,16.66,Electricity,Winter tires,0,1,0,Moderate,14.9,0,1,57,-1.9
Volkswagen,Golf,e-Golf,85,15.11.2017,83,12.8,Electricity,Winter tires,0,1,1,Moderate,13.5,0,1,67,-3.3
Volkswagen,Golf,e-Golf,85,15.11.2017,85,15.4,Electricity,Winter tires,0,1,1,Moderate,14.8,0,1,65,-2
Volkswagen,Golf,e-Golf,85,15.11.2017,1,1.2,Electricity,Winter tires,1,1,0,Moderate,18.5,0,1,19,1.7
Volkswagen,Golf,e-Golf,85,14.11.2017,78,12.6,Electricity,Winter tires,1,1,0,Moderate,15.2,0,1,53,-1.6
Volkswagen,Golf,e-Golf,85,14.11.2017,86,12.1,Electricity,Winter tires,0,1,0,Fast,16.1,0,1,50,-0.7
Volkswagen,Golf,e-Golf,85,13.11.2017,1,6.4,Electricity,Winter tires,1,0,0,Moderate,22,0,1,22,5.2
Volkswagen,Golf,e-Golf,85,13.11.2017,33,9.8,Electricity,Winter tires,0,0,1,Moderate,14.5,0,1,53,-2.3
Volkswagen,Golf,e-Golf,85,13.11.2017,63,2.6,Electricity,Winter tires,1,1,0,Moderate,17,0,1,25,0.2
Volkswagen,Golf,e-Golf,85,10.11.2017,37,10.8,Electricity,Winter tires,1,1,0,Moderate,18,0,1,53,1.2
Volkswagen,Golf,e-Golf,85,09.11.2017,46,6.8,Electricity,Winter tires,0,1,0,Moderate,17.5,0,1,90,0.7
Volkswagen,Golf,e-Golf,85,09.11.2017,31,5.24,Electricity,Winter tires,1,1,0,Moderate,14.1,0,1,40,-2.7
Volkswagen,Golf,e-Golf,85,09.11.2017,6,3.18,Electricity,Winter tires,1,0,0,Moderate,18.5,0,1,14,1.7
Volkswagen,Golf,e-Golf,85,09.11.2017,26,2.5,Electricity,Winter tires,1,1,0,Moderate,14.6,0,1,58,-2.2
Volkswagen,Golf,e-Golf,85,09.11.2017,89,8.25,Electricity,Winter tires,1,1,0,Moderate,15.3,0,1,63,-1.5
Volkswagen,Golf,e-Golf,85,08.11.2017,70,10.78,Electricity,Winter tires,1,1,0,Moderate,13.5,0,1,37,-3.3
Volkswagen,Golf,e-Golf,85,08.11.2017,53,8.17,Electricity,Winter tires,0,1,0,Moderate,13.2,0,1,54,-3.6
Volkswagen,Golf,e-Golf,85,08.11.2017,43,17.11,Electricity,Winter tires,0,0,1,Moderate,15.4,0,1,49,-1.4
Volkswagen,Golf,e-Golf,85,08.11.2017,48,5.6,Electricity,Winter tires,0,0,1,Moderate,16.9,0,1,62,0.1
Volkswagen,Golf,e-Golf,85,07.11.2017,38,1.61,Electricity,Winter tires,0,0,1,Moderate,14.1,0,1,53,-2.7
Volkswagen,Golf,e-Golf,85,07.11.2017,34,15.6,Electricity,Winter tires,0,1,1,Moderate,17.1,0,1,44,0.3
Volkswagen,Golf,e-Golf,85,06.11.2017,90,4.46,Electricity,Winter tires,0,1,1,Moderate,14.7,0,1,47,-2.1
Volkswagen,Golf,e-Golf,85,06.11.2017,83,10,Electricity,Summer tires,0,1,0,Moderate,13.7,0,1,72,-3.1
Volkswagen,Golf,e-Golf,85,04.11.2017,85,10.8,Electricity,Summer tires,0,1,0,Moderate,13.4,0,1,64,-3.4
Volkswagen,Golf,e-Golf,85,03.11.2017,34,19.64,Electricity,Summer tires,0,1,0,Moderate,13.7,0,1,63,-3.1
Volkswagen,Golf,e-Golf,85,03.11.2017,91,4.74,Electricity,Summer tires,0,1,0,Moderate,14.1,0,1,79,-2.7
Volkswagen,Golf,e-Golf,85,02.11.2017,55,12.75,Electricity,Summer tires,0,1,0,Moderate,13.4,0,1,49,-3.4
Volkswagen,Golf,e-Golf,85,02.11.2017,45,2.37,Electricity,Summer tires,0,1,0,Moderate,14.6,0,1,73,-2.2
Volkswagen,Golf,e-Golf,85,01.11.2017,80,7.4,Electricity,Summer tires,0,1,1,Moderate,12.6,0,1,79,-4.2
Volkswagen,Golf,e-Golf,85,01.11.2017,96,16.29,Electricity,Summer tires,0,1,1,Moderate,13.6,0,1,45,-3.2
Volkswagen,Golf,e-Golf,85,30.10.2017,42,14,Electricity,Summer tires,0,0,1,Moderate,12.7,0,0,43,-4.1
Volkswagen,Golf,e-Golf,85,30.10.2017,81,3.1,Electricity,Summer tires,0,0,1,Moderate,14,0,1,44,-2.8
Volkswagen,Golf,e-Golf,85,29.10.2017,32,14.4,Electricity,Summer tires,0,1,1,Moderate,15.6,0,1,53,-1.2
Volkswagen,Golf,e-Golf,85,28.10.2017,83,3.4,Electricity,Summer tires,0,1,1,Moderate,14,0,1,52,-2.8
Volkswagen,Golf,e-Golf,85,28.10.2017,81,11.8,Electricity,Summer tires,0,1,0,Moderate,15.18,0,1,,-1.62
Volkswagen,Golf,e-Golf,85,27.10.2017,81,17.7,Electricity,Summer tires,0,1,0,Moderate,13.8,0,1,61,-3
Volkswagen,Golf,e-Golf,85,27.10.2017,90,11.6,Electricity,Summer tires,0,1,0,Fast,15.6,0,1,70,-1.2
Volkswagen,Golf,e-Golf,85,26.10.2017,81,15.2,Electricity,Summer tires,0,1,0,Moderate,12.9,0,0,71,-3.9
Volkswagen,Golf,e-Golf,85,26.10.2017,81,7.8,Electricity,Summer tires,0,1,0,Moderate,12.5,0,0,72,-4.3
Volkswagen,Golf,e-Golf,85,25.10.2017,80,15.94,Electricity,Summer tires,0,1,0,Moderate,13.1,0,0,69,-3.7
Volkswagen,Golf,e-Golf,85,25.10.2017,81,8.8,Electricity,Summer tires,0,1,0,Moderate,13.4,0,0,72,-3.4
Volkswagen,Golf,e-Golf,85,24.10.2017,8,6.07,Electricity,Summer tires,1,0,0,Moderate,12.7,0,0,26,-4.1
Volkswagen,Golf,e-Golf,85,24.10.2017,81,9.75,Electricity,Summer tires,0,1,0,Moderate,13.7,0,1,72,-3.1
Volkswagen,Golf,e-Golf,85,23.10.2017,81,9.8,Electricity,Summer tires,0,1,1,Moderate,13,0,1,77,-3.8
Volkswagen,Golf,e-Golf,85,23.10.2017,86,18.12,Electricity,Summer tires,0,1,1,Moderate,14.3,0,1,57,-2.5
Volkswagen,Golf,e-Golf,85,21.10.2017,86,9.4,Electricity,Summer tires,0,1,0,Moderate,13.7,0,1,64,-3.1
Volkswagen,Golf,e-Golf,85,20.10.2017,35,17.93,Electricity,Summer tires,0,1,0,Moderate,11.4,0,1,67,-5.4
Volkswagen,Golf,e-Golf,85,20.10.2017,124,6.09,Electricity,Summer tires,0,1,0,Moderate,13,0,1,69,-3.8
Volkswagen,Golf,e-Golf,85,19.10.2017,34,16.38,Electricity,Summer tires,0,1,0,Moderate,11.3,0,1,60,-5.5
Volkswagen,Golf,e-Golf,85,19.10.2017,126,6.16,Electricity,Summer tires,0,1,0,Moderate,12.6,0,1,73,-4.2
Volkswagen,Golf,e-Golf,85,18.10.2017,87,18.39,Electricity,Summer tires,0,1,0,Moderate,12.2,0,1,67,-4.6
Volkswagen,Golf,e-Golf,85,17.10.2017,80,4,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,74,-5
Volkswagen,Golf,e-Golf,85,17.10.2017,96,19.32,Electricity,Summer tires,0,1,1,Normal,12.5,0,0,64,-4.3
Volkswagen,Golf,e-Golf,85,17.10.2017,81,6.86,Electricity,Summer tires,0,1,0,Normal,13.3,0,0,79,-3.5
Volkswagen,Golf,e-Golf,85,16.10.2017,9,3.8,Electricity,Summer tires,1,0,0,Normal,10.2,0,0,27,-6.6
Volkswagen,Golf,e-Golf,85,16.10.2017,85,13.03,Electricity,Summer tires,0,1,1,Normal,12.5,0,0,62,-4.3
Volkswagen,Golf,e-Golf,85,16.10.2017,56,7,Electricity,Summer tires,1,0,1,Normal,13.8,0,0,37,-3
Volkswagen,Golf,e-Golf,85,16.10.2017,104,13.2,Electricity,Summer tires,0,1,0,Normal,13.3,0,0,57,-3.5
Volkswagen,Golf,e-Golf,85,14.10.2017,2,0.6,Electricity,Summer tires,1,0,0,Normal,14.25,0,0,,-2.55
Volkswagen,Golf,e-Golf,85,14.10.2017,85,11.8,Electricity,Summer tires,0,1,0,Normal,14.5,0,0,70,-2.3
Volkswagen,Golf,e-Golf,85,13.10.2017,7,4.9,Electricity,Summer tires,1,0,0,Moderate,14.1,0,0,17,-2.7
Volkswagen,Golf,e-Golf,85,13.10.2017,83,13.5,Electricity,Summer tires,0,1,0,Moderate,13.9,0,1,62,-2.9
Volkswagen,Golf,e-Golf,85,12.10.2017,83,8,Electricity,Summer tires,0,1,0,Moderate,13.2,0,1,64,-3.6
Volkswagen,Golf,e-Golf,85,12.10.2017,41,18.7,Electricity,Summer tires,0,1,1,Normal,14.1,0,0,54,-2.7
Volkswagen,Golf,e-Golf,85,12.10.2017,45,3.32,Electricity,Summer tires,0,1,0,Moderate,14.2,0,0,67,-2.6
Volkswagen,Golf,e-Golf,85,12.10.2017,81,3.8,Electricity,Summer tires,0,1,0,Moderate,12,0,0,77,-4.8
Volkswagen,Golf,e-Golf,85,11.10.2017,81,16.23,Electricity,Summer tires,0,1,0,Moderate,13.1,0,1,61,-3.7
